Round County Immigrants,Round State Immigrants,County Immigrants,County,Number of Records,Origin (B05006 2015 5 yr (County)),Origin (quickfilter 2),Origin (tooltip),Origin (quickfilter),Origin,State (B05006 2015 5 yr (County)),State Immigrants,State,Total state immigrant population,Total state population
"5,300","10,390,000",5293,Tehama County,1,Total:,Total:,all countries,(Total),Total:,California,10389990,California,10389990,38421464
,"10,390,000",731,Trinity County,1,Total:,Total:,all countries,(Total),Total:,California,10389990,California,10389990,38421464
"102,300","10,390,000",102314,Tulare County,1,Total:,Total:,all countries,(Total),Total:,California,10389990,California,10389990,38421464
"2,500","10,390,000",2458,Tuolumne County,1,Total:,Total:,all countries,(Total),Total:,California,10389990,California,10389990,38421464
"191,700","10,390,000",191702,Ventura County,1,Total:,Total:,all countries,(Total),Total:,California,10389990,California,10389990,38421464
"45,700","10,390,000",45735,Yolo County,1,Total:,Total:,all countries,(Total),Total:,California,10389990,California,10389990,38421464
"8,800","10,390,000",8793,Yuba County,1,Total:,Total:,all countries,(Total),Total:,California,10389990,California,10389990,38421464
"71,000","516,000",70950,Adams County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",1163,Alamosa County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
"90,000","516,000",89964,Arapahoe County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",642,Archuleta County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",95,Baca County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",412,Bent County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
"33,100","516,000",33079,Boulder County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
"5,800","516,000",5781,Broomfield County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",482,Chaffee County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",107,Cheyenne County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",329,Clear Creek County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",266,Conejos County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",261,Costilla County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",214,Crowley County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",85,Custer County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",1234,Delta County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
"104,400","516,000",104370,Denver County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",20,Dolores County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
"21,400","516,000",21391,Douglas County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
"10,000","516,000",10012,Eagle County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
"46,800","516,000",46806,El Paso County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",986,Elbert County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",1564,Fremont County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
"8,400","516,000",8379,Garfield County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",195,Gilpin County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",1018,Grand County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",610,Gunnison County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",9,Hinsdale County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",192,Huerfano County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",54,Jackson County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
"35,900","516,000",35937,Jefferson County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",29,Kiowa County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",631,Kit Carson County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
"2,000","516,000",2011,La Plata County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",792,Lake County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
"16,600","516,000",16563,Larimer County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",614,Las Animas County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",327,Lincoln County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",1544,Logan County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
"5,300","516,000",5255,Mesa County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",7,Mineral County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",791,Moffat County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",707,Montezuma County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
"2,900","516,000",2932,Montrose County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
"3,600","516,000",3606,Morgan County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",1016,Otero County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",122,Ouray County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",692,Park County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",392,Phillips County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
"2,000","516,000",2048,Pitkin County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",1342,Prowers County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
"6,300","516,000",6328,Pueblo County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",304,Rio Blanco County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",830,Rio Grande County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",1370,Routt County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",720,Saguache County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",12,San Juan County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",553,San Miguel County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",89,Sedgwick County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
"3,400","516,000",3410,Summit County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",625,Teller County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",154,Washington County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
"22,300","516,000",22298,Weld County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
,"516,000",1051,Yuma County,1,Total:,Total:,all countries,(Total),Total:,Colorado,515772,Colorado,515772,5278906
"196,100","500,000",196082,Fairfield County,1,Total:,Total:,all countries,(Total),Total:,Connecticut,500147,Connecticut,500147,3593222
"135,800","500,000",135775,Hartford County,1,Total:,Total:,all countries,(Total),Total:,Connecticut,500147,Connecticut,500147,3593222
"13,600","500,000",13584,Litchfield County,1,Total:,Total:,all countries,(Total),Total:,Connecticut,500147,Connecticut,500147,3593222
"12,300","500,000",12331,Middlesex County,1,Total:,Total:,all countries,(Total),Total:,Connecticut,500147,Connecticut,500147,3593222
"103,300","500,000",103280,New Haven County,1,Total:,Total:,all countries,(Total),Total:,Connecticut,500147,Connecticut,500147,3593222
"22,600","500,000",22569,New London County,1,Total:,Total:,all countries,(Total),Total:,Connecticut,500147,Connecticut,500147,3593222
"10,300","500,000",10312,Tolland County,1,Total:,Total:,all countries,(Total),Total:,Connecticut,500147,Connecticut,500147,3593222
"6,200","500,000",6214,Windham County,1,Total:,Total:,all countries,(Total),Total:,Connecticut,500147,Connecticut,500147,3593222
"9,200","80,000",9232,Kent County,1,Total:,Total:,all countries,(Total),Total:,Delaware,80163,Delaware,80163,926454
"56,700","80,000",56733,New Castle County,1,Total:,Total:,all countries,(Total),Total:,Delaware,80163,Delaware,80163,926454
"14,200","80,000",14198,Sussex County,1,Total:,Total:,all countries,(Total),Total:,Delaware,80163,Delaware,80163,926454
"91,600","92,000",91588,District of Columbia,1,Total:,Total:,all countries,(Total),Total:,District of Columbia,91588,District of Columbia,91588,647484
"26,100","3,875,000",26091,Alachua County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
,"3,875,000",408,Baker County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"8,500","3,875,000",8491,Bay County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
,"3,875,000",606,Bradford County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"47,900","3,875,000",47947,Brevard County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"593,500","3,875,000",593496,Broward County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
,"3,875,000",518,Calhoun County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"17,400","3,875,000",17404,Charlotte County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"7,400","3,875,000",7439,Citrus County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"13,900","3,875,000",13915,Clay County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"79,200","3,875,000",79198,Collier County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"2,500","3,875,000",2546,Columbia County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"6,100","3,875,000",6130,DeSoto County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
,"3,875,000",497,Dixie County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"86,500","3,875,000",86511,Duval County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"15,700","3,875,000",15651,Escambia County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"12,500","3,875,000",12489,Flagler County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
,"3,875,000",357,Franklin County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"2,700","3,875,000",2749,Gadsden County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
,"3,875,000",549,Gilchrist County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
,"3,875,000",1636,Glades County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
,"3,875,000",410,Gulf County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
,"3,875,000",581,Hamilton County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"4,600","3,875,000",4594,Hardee County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"9,800","3,875,000",9831,Hendry County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"11,400","3,875,000",11440,Hernando County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"10,100","3,875,000",10101,Highlands County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"206,300","3,875,000",206252,Hillsborough County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
,"3,875,000",458,Holmes County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"14,500","3,875,000",14511,Indian River County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
,"3,875,000",1524,Jackson County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
,"3,875,000",364,Jefferson County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
,"3,875,000",565,Lafayette County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"24,900","3,875,000",24869,Lake County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"102,700","3,875,000",102662,Lee County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"19,900","3,875,000",19867,Leon County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
,"3,875,000",1453,Levy County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
,"3,875,000",413,Liberty County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
,"3,875,000",630,Madison County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"42,500","3,875,000",42528,Manatee County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"25,100","3,875,000",25103,Marion County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"15,300","3,875,000",15277,Martin County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"1,363,200","3,875,000",1363163,Miami-Dade County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"13,400","3,875,000",13437,Monroe County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"2,100","3,875,000",2124,Nassau County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
"12,700","3,875,000",12652,Okaloosa County,1,Total:,Total:,all countries,(Total),Total:,Florida,3875498,Florida,3875498,19645772
